2021-03-04
Országos oltási statisztika:

1007,Budapest,Margitsziget {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8735,Csákány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8736,Szőkedencs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8737,Somogysimonyi, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8738,Nemesvid, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8739,Nagyszakácsi, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8741,Bókaháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8741,Zalaapáti, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8742,Esztergályhorváti, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8743,Zalaszabar, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8744,Orosztony, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8745,Kerecseny, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8746,Nagyrada, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8747,Garabonc, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8747,Zalamerenye, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8749,Zalakaros, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8751,Zalakomár,Kiskomárom {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8752,Zalakomár,Komárváros {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8753,Balatonmagyaród, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8754,Galambok, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8756,Csapi, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8756,Kisrécse, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8756,Nagyrécse, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8756,Zalasárszeg, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8761,Pacsa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8761,Zalaigrice, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8762,Gétye, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8762,Szentpéterúr, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8764,Dióskál, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8764,Zalaszentmárton, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8765,Egeraracsa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8767,Alsórajk, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8767,Felsőrajk, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8767,Pötréte, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8771,Hahót, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8772,Börzönce, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8772,Zalaszentbalázs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8773,Kacorlak, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8773,Pölöskefő, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8774,Gelse, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8774,Gelsesziget, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8774,Kilimán, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8776,Bocska, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8776,Magyarszentmiklós, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8776,Magyarszerdahely, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8777,Fuzvölgy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8777,Homokkomárom, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8777,Hosszúvölgy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8778,Újudvar, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8782,Ligetfalva, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8782,Tilaj, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8782,Zalacsány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8784,Kehidakustány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8785,Kallósd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8785,Zalaszentgrót,Zalakoppány {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8788,Sénye, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8788,Zalaszentlászló, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8789,Zalaszentgrót,Zalaudvarnok {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8790,Zalaszentgrót, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8792,Zalavég, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8793,Tekenye, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8795,Zalaszentgrót,Csáford {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8796,Türje, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8797,Batyk, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8798,Zalabér, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8799,Dötk, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8799,Pakod, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8800,Nagykanizsa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8808,Nagykanizsa,Palin {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8809,Nagykanizsa,Sánc {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8821,Nagybakónak, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8822,Zalaújlak, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8824,Sand, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8825,Miháld, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8825,Pat, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8827,Zalaszentjakab, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8831,Nagykanizsa,Miklósfa {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8832,Liszó, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8834,Murakeresztúr, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8835,Fityeház, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8840,Csurgó, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8840,Csurgónagymarton, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8849,Szenta, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8851,Gyékényes, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8852,Zákány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8853,Zákányfalu, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8854,Őrtilos, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8855,Belezna, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8856,Surd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8857,Nemespátró, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8858,Porrog, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8858,Porrogszentkirály, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8858,Porrogszentpál, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8858,Somogybükkösd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8861,Szepetnek, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8862,Semjénháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8863,Molnári, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8864,Tótszerdahely, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8865,Tótszentmárton, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8866,Becsehely, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8866,Petrivente, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8868,Kistolmács, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8868,Letenye, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8868,Murarátka, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8868,Zajk, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8872,Muraszemenye, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8872,Szentmargitfalva, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8873,Csörnyeföld, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8874,Dobri, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8874,Kerkaszentkirály, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8876,Tormafölde, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8877,Tornyiszentmiklós, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8878,Lovászi, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8879,Kerkateskánd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8879,Szécsisziget, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8881,Sormás, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8882,Eszteregnye, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8883,Rigyác, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8885,Borsfa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8885,Valkonya, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8886,Oltárc, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8887,Bázakerettye, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8887,Lasztonya, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8888,Kiscsehi, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8888,Lispeszentadorján, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8888,Maróc, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8891,Bánokszentgyörgy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8891,Várfölde, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8893,Bucsuta, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8893,Szentliszló, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8895,Pusztamagyaród, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8896,Pusztaszentlászló, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8897,Söjtör, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8900,Zalaegerszeg,  {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8904,Zalaegerszeg,Andráshida {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8911,Kiskutas, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8911,Nagykutas, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8912,Kispáli, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8912,Nagypáli, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8913,Egervár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8913,Gősfa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8913,Lakhegy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8914,Vasboldogasszony, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8915,Nemesrádó, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8917,Milejszeg, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8918,Csonkahegyhát, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8918,Németfalu, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8919,Kustánszeg, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8921,Alibánfa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8921,Pethőhenye, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8921,Zalaszentiván, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8921,Zalaszentlőrinc, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8923,Nemesapáti, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8924,Alsónemesapáti, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8925,Búcsúszentlászló, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8925,Nemesszentandrás, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8925,Nemessándorháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8926,Kisbucsa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8928,Nemeshetés, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8929,Pölöske, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8931,Kemendollár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8931,Vöckönd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8932,Gyurus, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8932,Pókaszepetk, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8932,Zalaistvánd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8934,Bezeréd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8935,Almásháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8935,Misefa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8935,Nagykapornak, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8935,Orbányosfa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8935,Padár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8936,Zalaszentmihály, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8943,Bocfölde, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8943,Csatár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8944,Sárhida, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8945,Bak, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8946,Baktüttös, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8946,Pusztaederics, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8946,Tófej, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8947,Szentkozmadombja, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8947,Zalatárnok, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8948,Barlahida, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8948,Nova, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8949,Mikekarácsonyfa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8951,Csertalakos, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8951,Gutorfölde, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8953,Szentpéterfölde, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8954,Ortaháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8956,Kányavár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8956,Páka, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8956,Pördefölde, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8957,Csömödér, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8957,Hernyék, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8957,Kissziget, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8957,Zebecke, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8958,Iklódbördőce, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8960,Gosztola, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8960,Lenti, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8966,Lenti,Lentikápolna {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8969,Bödeháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8969,Gáborjánháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8969,Szijártóháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8969,Zalaszombatfa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8971,Kerkabarabás, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8971,Zalabaksa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8973,Alsószenterzsébet, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8973,Csesztreg, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8973,Felsőszenterzsébet, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8973,Kerkafalva, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8973,Kerkakutas, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8973,Magyarföld, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8973,Ramocsa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8975,Szentgyörgyvölgy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8976,Márokföld, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8976,Nemesnép, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8977,Baglad, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8977,Lendvajakabfa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8977,Resznek, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8978,Belsősárd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8978,Külsősárd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8978,Lendvadedes, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8978,Rédics, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8981,Gellénháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8981,Lickóvadamos, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8983,Babosdöbréte, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8983,Nagylengyel, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8983,Ormándlak, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8984,Gombosszeg, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8984,Iborfia, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8984,Petrikeresztúr, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8985,Becsvölgye, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8986,Pusztaapáti, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8986,Pórszombat, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8986,Szilvágy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8988,Kozmadombja, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8988,Kálócfa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8989,Dobronhegy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8990,Pálfiszeg, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8991,Böde, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8991,Hottó, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8991,Teskánd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8992,Bagod, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8992,Boncodfölde, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8992,Hagyárosbörönd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8992,Zalaboldogfa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8994,Kávás, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8994,Zalaszentgyörgy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8995,Keménfa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8995,Salomvár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8996,Zalacséb, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8997,Zalaháshágy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8998,Ozmánbük, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8998,Vaspör, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8999,Csöde, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
8999,Zalalövő, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
9000,Győr*, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
9061,Vámosszabadi, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
9062,Kisbajcs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
9062,Vének, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
9063,Nagybajcs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
